100000.000000, -92.9034
101525.878906, -93.2179
103051.757812, -94.4408
104577.636719, -96.6889
106103.515625, -99.5107
107629.394531, -100.9120
109155.273438, -100.1498
110681.152344, -99.6386
112207.031250, -99.9167
113732.910156, -100.1377
115258.789062, -99.6553
116784.667969, -98.9643
118310.546875, -99.0140
119836.425781, -100.2832
121362.304688, -102.2002
122888.183594, -101.7521
124414.062500, -99.2682
125939.941406, -97.4743
127465.820312, -96.6682
128991.699219, -96.8834
130517.578125, -98.6659
132043.457031, -101.9206
133569.335938, -100.4560
135095.214844, -96.9208
136621.093750, -94.9836
138146.972656, -93.8495
139672.851562, -93.2208
141198.730469, -93.1799
142724.609375, -93.4798
144250.488281, -93.6254
145776.367188, -93.5764
147302.246094, -93.5488
148828.125000, -93.4033
150354.003906, -93.0479
151879.882812, -92.7829
153405.761719, -92.8753
154931.640625, -93.1965
156457.519531, -93.4720
157983.398438, -93.8883
159509.277344, -95.2454
161035.156250, -98.6963
162561.035156, -106.2957
164086.914062, -112.9927
165612.792969, -107.3111
167138.671875, -104.6583
168664.550781, -102.8617
170190.429688, -101.1819
171716.308594, -98.8943
173242.187500, -97.4455
174768.066406, -97.5954
176293.945312, -99.1825
177819.824219, -101.7609
179345.703125, -104.4264
180871.582031, -104.0729
182397.460938, -101.7517
183923.339844, -99.8829
185449.218750, -98.0631
186975.097656, -96.3517
188500.976562, -95.6715
190026.855469, -96.7663
191552.734375, -99.6408
193078.613281, -102.8009
194604.492188, -102.7800
196130.371094, -100.4761
197656.250000, -99.3311
199182.128906, -98.7513
200708.007812, -97.4870
202233.886719, -96.3670
203759.765625, -96.4526
205285.644531, -98.2852
206811.523438, -100.7514
208337.402344, -100.8126
209863.281250, -100.5757
211389.160156, -101.2945
212915.039062, -100.9961
214440.917969, -98.2992
215966.796875, -95.0304
217492.675781, -92.7383
219018.554688, -91.6016
220544.433594, -91.3332
222070.312500, -91.6241
223596.191406, -92.2733
225122.070312, -93.3377
226647.949219, -95.1287
228173.828125, -97.8610
229699.707031, -101.0176
231225.585938, -102.0875
232751.464844, -100.5058
234277.343750, -99.1469
235803.222656, -98.5691
237329.101562, -97.9142
238854.980469, -96.8417
240380.859375, -95.9680
241906.738281, -95.6879
243432.617188, -95.8146
244958.496094, -96.0707
246484.375000, -96.7264
248010.253906, -97.4028
249536.132812, -95.9431
251062.011719, -93.1314
252587.890625, -90.8863
254113.769531, -89.5593
255639.648438, -89.0968
257165.527344, -89.4421
258691.406250, -90.5144
260217.285156, -92.0354
261743.164062, -93.6989
263269.042969, -95.6244
264794.921875, -98.0312
266320.800781, -99.8356
267846.679688, -99.1186
269372.558594, -96.9200
270898.437500, -94.9704
272424.316406, -94.0491
273950.195312, -94.1636
275476.074219, -94.8868
277001.953125, -95.4794
278527.832031, -95.3008
280053.710938, -94.5714
281579.589844, -93.8791
283105.468750, -93.2958
284631.347656, -92.6916
286157.226562, -92.4095
287683.105469, -92.8989
289208.984375, -94.1837
290734.863281, -95.8717
292260.742188, -97.6796
293786.621094, -100.0874
295312.500000, -103.7039
296838.378906, -106.2708
298364.257812, -103.6522
299890.136719, -98.9309
301416.015625, -95.9451
302941.894531, -95.1975
304467.773438, -96.0820
305993.652344, -97.3360
307519.531250, -97.2908
309045.410156, -96.4816
310571.289062, -96.1830
312097.167969, -96.2954
313623.046875, -96.4989
315148.925781, -96.2810
316674.804688, -95.8116
318200.683594, -96.2200
319726.562500, -97.9679
321252.441406, -101.1445
322778.320312, -105.8396
324304.199219, -113.3020
325830.078125, -107.9814
327355.957031, -100.1675
328881.835938, -96.3028
330407.714844, -94.3708
331933.593750, -93.5596
333459.472656, -93.6226
334985.351562, -94.5594
336511.230469, -96.2133
338037.109375, -97.9863
339562.988281, -99.0299
341088.867188, -98.9541
342614.746094, -98.1531
344140.625000, -97.1808
345666.503906, -96.2276
347192.382812, -95.3948
348718.261719, -95.0498
350244.140625, -95.7140
351770.019531, -97.6933
353295.898438, -100.6510
354821.777344, -102.8680
356347.656250, -102.9964
357873.535156, -102.7055
359399.414062, -103.3149
360925.292969, -104.6443
362451.171875, -104.6284
363977.050781, -103.2080
365502.929688, -102.5046
367028.808594, -102.6612
368554.687500, -103.1568
370080.566406, -104.0444
371606.445312, -105.0726
373132.324219, -104.4491
374658.203125, -101.6035
376184.082031, -98.4767
377709.960938, -96.5185
379235.839844, -96.3846
380761.718750, -98.2363
382287.597656, -101.6092
383813.476562, -104.5576
385339.355469, -105.0074
386865.234375, -105.7364
388391.113281, -106.6569
389916.992188, -103.3070
391442.871094, -100.7504
392968.750000, -99.7304
394494.628906, -98.6503
396020.507812, -96.9214
397546.386719, -95.3551
399072.265625, -94.7233
400598.144531, -95.2898
402124.023438, -97.0894
403649.902344, -99.6417
405175.781250, -99.8146
406701.660156, -97.5677
408227.539062, -95.8862
409753.417969, -94.6818
411279.296875, -93.5646
412805.175781, -92.9745
414331.054688, -93.6538
415856.933594, -96.1894
417382.812500, -100.5277
418908.691406, -101.2356
420434.570312, -97.6111
421960.449219, -94.9620
423486.328125, -93.2875
425012.207031, -92.2618
426538.085938, -91.8317
428063.964844, -92.1889
429589.843750, -93.4935
431115.722656, -95.2988
432641.601562, -96.3549
434167.480469, -96.4960
435693.359375, -96.7303
437219.238281, -97.3206
438745.117188, -98.1176
440270.996094, -99.3752
441796.875000, -101.5745
443322.753906, -103.4224
444848.632812, -101.6815
446374.511719, -99.1203
447900.390625, -97.8762
449426.269531, -98.0438
450952.148438, -99.1507
452478.027344, -100.5665
454003.906250, -102.1270
455529.785156, -102.0037
457055.664062, -98.0107
458581.542969, -94.5777
460107.421875, -92.9082
461633.300781, -92.4181
463159.179688, -92.3774
464685.058594, -92.4789
466210.937500, -93.0774
467736.816406, -94.9363
469262.695312, -99.1124
470788.574219, -108.6858
472314.453125, -111.4421
473840.332031, -103.3479
475366.210938, -100.1373
476892.089844, -98.0281
478417.968750, -96.9396
479943.847656, -97.7708
481469.726562, -101.4334
482995.605469, -107.3034
484521.484375, -105.9407
486047.363281, -103.6501
487573.242188, -103.2011
489099.121094, -103.8404
490625.000000, -104.5389
492150.878906, -104.2671
493676.757812, -103.5550
495202.636719, -103.6090
496728.515625, -104.4059
498254.394531, -104.5710
499780.273438, -102.3285
501306.152344, -99.1749
502832.031250, -97.1638
504357.910156, -96.2303
505883.789062, -95.7531
507409.667969, -95.4092
508935.546875, -95.2670
510461.425781, -95.4501
511987.304688, -95.6633
513513.183594, -95.3211
515039.062500, -94.4303
516564.941406, -93.6756
518090.820312, -93.4247
519616.699219, -93.3417
521142.578125, -93.1219
522668.457031, -93.1042
524194.335938, -93.7126
525720.214844, -94.9177
527246.093750, -96.1572
528771.972656, -97.2231
530297.851562, -98.5815
531823.730469, -99.5169
533349.609375, -98.2527
534875.488281, -95.7099
536401.367188, -93.9397
537927.246094, -93.6236
539453.125000, -94.6658
540979.003906, -96.7734
542504.882812, -99.4320
544030.761719, -100.5083
545556.640625, -98.2867
547082.519531, -95.8171
548608.398438, -94.3562
550134.277344, -93.7205
551660.156250, -93.5288
553186.035156, -93.3657
554711.914062, -93.0814
556237.792969, -93.0931
557763.671875, -93.8603
559289.550781, -95.2869
560815.429688, -96.7902
562341.308594, -98.2886
563867.187500, -101.0398
565393.066406, -107.2474
566918.945312, -105.0614
568444.824219, -99.8964
569970.703125, -97.6892
571496.582031, -96.2831
573022.460938, -94.8267
574548.339844, -93.5308
576074.218750, -92.8361
577600.097656, -92.7728
579125.976562, -93.0468
580651.855469, -93.3712
582177.734375, -93.5028
583703.613281, -93.2605
585229.492188, -92.8175
586755.371094, -92.5189
588281.250000, -92.4210
589807.128906, -92.3693
591333.007812, -92.4183
592858.886719, -92.8890
594384.765625, -93.8915
595910.644531, -94.9332
597436.523438, -95.2149
598962.402344, -94.8307
600488.281250, -94.5197
602014.160156, -94.4383
603540.039062, -94.4828
605065.917969, -94.6823
606591.796875, -94.7658
608117.675781, -94.5095
609643.554688, -94.1943
611169.433594, -93.8932
612695.312500, -93.2149
614221.191406, -92.2930
615747.070312, -92.0249
617272.949219, -92.9325
618798.828125, -94.8562
620324.707031, -97.2113
621850.585938, -99.5674
623376.464844, -101.8724
624902.343750, -102.6372
626428.222656, -101.2073
627954.101562, -99.9940
629479.980469, -99.7332
631005.859375, -100.4891
632531.738281, -102.4166
634057.617188, -105.5408
635583.496094, -110.4400
637109.375000, -120.1765
638635.253906, -111.8556
640161.132812, -104.6709
641687.011719, -100.4241
643212.890625, -98.5155
644738.769531, -98.8429
646264.648438, -101.1734
647790.527344, -104.4970
649316.406250, -104.8234
650842.285156, -103.0743
652368.164062, -102.0957
653894.042969, -100.2074
655419.921875, -98.3182
656945.800781, -97.9719
658471.679688, -98.8459
659997.558594, -100.0909
661523.437500, -101.4883
663049.316406, -102.6998
664575.195312, -103.0422
666101.074219, -101.9462
667626.953125, -99.6107
669152.832031, -97.6469
670678.710938, -96.7241
672204.589844, -96.8422
673730.468750, -97.9084
675256.347656, -99.6151
676782.226562, -101.4114
678308.105469, -103.1267
679833.984375, -103.1728
681359.863281, -99.9075
682885.742188, -96.8340
684411.621094, -95.1647
685937.500000, -94.7047
687463.378906, -94.8305
688989.257812, -94.6286
690515.136719, -93.9338
692041.015625, -93.3927
693566.894531, -93.5703
695092.773438, -94.6342
696618.652344, -96.1596
698144.531250, -97.1852
699670.410156, -97.2307
701196.289062, -96.7856
702722.167969, -96.0522
704248.046875, -95.1988
705773.925781, -94.9197
707299.804688, -95.5961
708825.683594, -96.9592
710351.562500, -98.3364
711877.441406, -99.1863
713403.320312, -99.6473
714929.199219, -99.6711
716455.078125, -98.9684
717980.957031, -98.1045
719506.835938, -97.7311
721032.714844, -97.9155
722558.593750, -98.0771
724084.472656, -97.5694
725610.351562, -96.8504
727136.230469, -96.7730
728662.109375, -97.6413
730187.988281, -99.2631
731713.867188, -100.9846
733239.746094, -101.4125
734765.625000, -100.7042
736291.503906, -100.6805
737817.382812, -101.6245
739343.261719, -102.5688
740869.140625, -102.4461
742395.019531, -100.3299
743920.898438, -96.9022
745446.777344, -94.1623
746972.656250, -92.7160
748498.535156, -92.3352
750024.414062, -92.5940
751550.292969, -93.1479
753076.171875, -93.9803
754602.050781, -95.3392
756127.929688, -97.4636
757653.808594, -100.5538
759179.687500, -104.4032
760705.566406, -108.0906
762231.445312, -112.9539
763757.324219, -113.7594
765283.203125, -105.7352
766809.082031, -101.1994
768334.960938, -99.1043
769860.839844, -98.3972
771386.718750, -98.1785
772912.597656, -98.1570
774438.476562, -98.6329
775964.355469, -99.6512
777490.234375, -100.0144
779016.113281, -98.6527
780541.992188, -96.8109
782067.871094, -95.5547
783593.750000, -95.1918
785119.628906, -95.7978
786645.507812, -97.3224
788171.386719, -99.4448
789697.265625, -101.0856
791223.144531, -101.3521
792749.023438, -101.5881
794274.902344, -102.8277
795800.781250, -104.4783
797326.660156, -104.5665
798852.539062, -102.0757
800378.417969, -99.0552
801904.296875, -97.2054
803430.175781, -96.8680
804956.054688, -97.5044
806481.933594, -98.2700
808007.812500, -99.2258
809533.691406, -101.5664
811059.570312, -107.2271
812585.449219, -109.5278
814111.328125, -103.7212
815637.207031, -100.3951
817163.085938, -98.1474
818688.964844, -96.8486
820214.843750, -96.3188
